Date,Open,High,Low,Close,Adj Close,Volume
2018-10-04,440.000000,447.829987,439.000000,447.769989,447.769989,860500
2018-10-05,446.910004,454.799988,444.160004,449.359985,449.359985,958800
2018-10-08,448.649994,455.000000,444.220001,448.559998,448.559998,839300
2018-10-09,448.950012,455.760010,446.040009,447.089996,447.089996,492600
2018-10-10,445.940002,446.700012,433.299988,434.209991,434.209991,638400
2018-10-11,432.000000,442.429993,430.309998,433.929993,433.929993,659800
2018-10-12,439.549988,444.640015,425.140015,435.709991,435.709991,819200
2018-10-15,434.440002,436.279999,428.779999,431.739990,431.739990,502100
2018-10-16,432.230011,435.339996,424.070007,433.950012,433.950012,941600
2018-10-17,433.290009,434.609985,421.540009,429.850006,429.850006,734400
2018-10-18,424.000000,432.329987,420.859985,431.730011,431.730011,747300
2018-10-19,433.000000,436.510010,427.260010,428.540009,428.540009,511100
2018-10-22,436.049988,437.000000,426.720001,431.190002,431.190002,572700
2018-10-23,430.380005,435.410004,428.359985,434.290009,434.290009,572900
2018-10-24,432.660004,434.380005,411.549988,413.000000,413.000000,840100
2018-10-25,417.260010,427.910004,413.170013,423.880005,423.880005,1272400
2018-10-26,433.100006,441.779999,420.579987,438.380005,438.380005,1632100
2018-10-29,443.480011,453.899994,436.309998,440.869995,440.869995,881300
2018-10-30,438.679993,462.450012,438.119995,461.769989,461.769989,992900
2018-10-31,465.640015,470.779999,455.420013,460.329987,460.329987,1210600
2018-11-01,462.000000,478.420013,457.299988,472.619995,472.619995,788000
2018-11-02,475.910004,482.000000,471.149994,476.390015,476.390015,694100
2018-11-05,477.000000,480.940002,468.010010,469.649994,469.649994,705300
2018-11-06,469.679993,475.630005,466.600006,474.149994,474.149994,700400
2018-11-07,476.100006,479.799988,474.269989,477.489990,477.489990,479700
2018-11-08,477.000000,483.660004,475.989990,478.299988,478.299988,427100
2018-11-09,476.989990,491.929993,476.179993,490.760010,490.760010,891900
2018-11-12,490.290009,500.980011,488.459991,489.670013,489.670013,849000
2018-11-13,491.079987,494.140015,483.589996,484.820007,484.820007,502800
2018-11-14,483.660004,488.850006,475.630005,479.320007,479.320007,732700
2018-11-15,477.910004,477.910004,466.570007,472.299988,472.299988,658300
2018-11-16,472.000000,475.859985,468.359985,472.760010,472.760010,808500
2018-11-19,472.350006,474.399994,459.000000,465.869995,465.869995,674800
2018-11-20,455.760010,470.700012,454.369995,461.630005,461.630005,706200
2018-11-21,462.000000,475.790009,462.000000,471.260010,471.260010,431800
2018-11-23,469.000000,476.029999,467.000000,471.420013,471.420013,216500
2018-11-26,474.350006,474.529999,461.160004,466.019989,466.019989,487000
2018-11-27,463.339996,474.290009,463.339996,473.450012,473.450012,360800
2018-11-28,475.950012,493.910004,475.019989,490.519989,490.519989,665400
2018-11-29,489.950012,493.980011,482.140015,482.559998,482.559998,426700
2018-11-30,480.570007,482.549988,463.000000,473.209991,473.209991,956200
2018-12-03,477.519989,478.869995,468.000000,475.380005,475.380005,476200
2018-12-04,474.000000,483.079987,464.890015,468.350006,468.350006,553200
2018-12-06,467.290009,470.309998,453.380005,469.940002,469.940002,645800
2018-12-07,470.500000,479.869995,462.820007,467.429993,467.429993,709400
2018-12-10,469.040009,477.869995,462.480011,475.149994,475.149994,645900
2018-12-11,477.000000,479.910004,467.109985,472.350006,472.350006,396000
2018-12-12,472.350006,475.670013,464.170013,471.309998,471.309998,403200
2018-12-13,473.709991,475.790009,466.019989,472.730011,472.730011,338500
2018-12-14,467.839996,472.200012,455.299988,457.829987,457.829987,697000
2018-12-17,457.100006,459.809998,442.010010,443.500000,443.500000,822000
2018-12-18,447.880005,450.730011,438.799988,443.799988,443.799988,655400
2018-12-19,441.859985,447.380005,424.109985,427.049988,427.049988,943000
2018-12-20,422.410004,424.630005,391.670013,400.769989,400.769989,1363500
2018-12-21,401.500000,407.100006,390.700012,394.420013,394.420013,949400
2018-12-24,390.000000,392.559998,383.200012,385.839996,385.839996,425200
2018-12-26,387.040009,406.160004,383.660004,405.720001,405.720001,633300
2018-12-27,404.420013,414.570007,400.209991,414.549988,414.549988,573700
2018-12-28,415.079987,430.000000,415.079987,424.190002,424.190002,713700
2018-12-31,425.390015,433.489990,425.390015,431.790009,431.790009,501800
2019-01-02,427.829987,447.459991,423.980011,443.359985,443.359985,706300
2019-01-03,441.929993,450.000000,438.079987,439.450012,439.450012,674600
2019-01-04,444.010010,457.339996,441.279999,455.000000,455.000000,899300
2019-01-07,454.609985,485.910004,453.920013,485.149994,485.149994,1038300
2019-01-08,493.190002,499.670013,485.329987,497.369995,497.369995,883200
2019-01-09,497.190002,505.519989,491.250000,498.480011,498.480011,792700
2019-01-10,495.790009,509.829987,495.670013,509.619995,509.619995,833200
2019-01-11,507.390015,513.299988,504.000000,506.950012,506.950012,788200
2019-01-14,502.850006,510.989990,499.760010,501.989990,501.989990,839900
2019-01-15,503.000000,517.000000,500.119995,514.489990,514.489990,715100
2019-01-16,515.520020,518.919983,512.609985,514.820007,514.820007,524100
2019-01-17,511.910004,521.440002,509.010010,517.659973,517.659973,753400
2019-01-18,521.330017,523.789978,509.630005,513.239990,513.239990,880300
2019-01-22,512.200012,525.489990,511.000000,520.080017,520.080017,968100
2019-01-23,523.530029,532.409973,519.080017,521.369995,521.369995,1040300
2019-01-24,521.500000,536.049988,518.659973,533.390015,533.390015,783100
2019-01-25,539.000000,543.900024,535.349976,543.369995,543.369995,675200
2019-01-28,540.599976,542.630005,531.780029,532.000000,532.000000,578200
2019-01-29,533.000000,534.000000,519.340027,530.059998,530.059998,559200
2019-01-30,534.940002,538.630005,527.030029,532.979980,532.979980,397100
2019-01-31,532.799988,534.979980,527.460022,529.609985,529.609985,348800
2019-02-01,529.479980,530.969971,522.760010,527.200012,527.200012,643700
2019-02-04,528.260010,536.919983,525.460022,527.919983,527.919983,549900
2019-02-05,531.299988,531.799988,523.429993,526.650024,526.650024,388100
2019-02-06,527.280029,530.729980,519.090027,526.059998,526.059998,1259000
2019-02-07,568.419983,606.000000,566.679993,585.780029,585.780029,4368400
2019-02-08,582.409973,592.210022,578.609985,582.770020,582.770020,919500
2019-02-11,584.150024,608.549988,584.150024,603.359985,603.359985,1505500
2019-02-12,608.000000,612.599976,592.549988,593.659973,593.659973,941200
2019-02-13,593.570007,603.289978,593.570007,599.619995,599.619995,506700
2019-02-14,597.020020,606.900024,593.799988,604.429993,604.429993,489600
2019-02-15,606.510010,609.289978,601.179993,605.890015,605.890015,585800
2019-02-19,606.140015,609.239990,599.020020,599.460022,599.460022,489500
2019-02-20,598.409973,600.520020,594.210022,597.739990,597.739990,387100
2019-02-21,597.729980,606.630005,592.729980,601.190002,601.190002,467800
2019-02-22,600.590027,602.200012,595.760010,600.219971,600.219971,280000
2019-02-25,601.000000,604.369995,594.150024,596.659973,596.659973,481500
2019-02-26,595.000000,601.750000,594.659973,599.500000,599.500000,414400
2019-02-27,597.400024,602.000000,595.429993,599.280029,599.280029,373700
2019-02-28,599.590027,609.599976,598.250000,607.530029,607.530029,721900
2019-03-01,610.099976,613.700012,604.789978,611.630005,611.630005,501900
2019-03-04,612.400024,622.489990,612.229980,618.849976,618.849976,727500
2019-03-05,618.479980,622.000000,613.479980,616.010010,616.010010,341300
2019-03-06,616.010010,619.210022,611.080017,613.409973,613.409973,272800
2019-03-07,614.419983,614.869995,607.130005,609.530029,609.530029,434400
2019-03-08,607.909973,616.809998,604.640015,616.440002,616.440002,600200
2019-03-11,615.820007,618.510010,613.239990,616.880005,616.880005,570800
2019-03-12,618.340027,635.599976,618.340027,630.989990,630.989990,817000
2019-03-13,633.500000,641.640015,633.010010,637.070007,637.070007,462300
2019-03-14,637.070007,642.929993,635.400024,642.390015,642.390015,433800
2019-03-15,643.570007,646.539978,637.469971,639.000000,639.000000,593600
2019-03-18,643.359985,656.590027,641.059998,655.799988,655.799988,837300
2019-03-19,657.000000,671.989990,653.030029,665.859985,665.859985,869800
2019-03-20,664.659973,670.809998,661.929993,665.789978,665.789978,338900
2019-03-21,668.090027,680.000000,667.809998,670.450012,670.450012,606000
2019-03-22,675.400024,679.239990,666.849976,671.460022,671.460022,609100
2019-03-25,669.989990,679.000000,657.559998,676.770020,676.770020,682300
2019-03-26,679.989990,692.750000,678.580017,688.820007,688.820007,719400
2019-03-27,689.950012,701.989990,689.950012,697.869995,697.869995,693800
2019-03-28,697.320007,703.159973,694.010010,702.510010,702.510010,488300
2019-03-29,704.820007,711.489990,701.200012,710.309998,710.309998,756200
2019-04-01,712.150024,715.619995,696.960022,705.739990,705.739990,697900
2019-04-02,703.000000,707.760010,698.030029,704.799988,704.799988,565200
2019-04-03,704.590027,707.659973,701.320007,705.640015,705.640015,420100
2019-04-04,704.989990,708.859985,695.369995,703.380005,703.380005,541200
2019-04-05,703.450012,709.679993,701.080017,708.369995,708.369995,791100
2019-04-08,708.000000,716.489990,707.849976,714.679993,714.679993,557600
2019-04-09,713.080017,721.210022,709.890015,710.669983,710.669983,507400
2019-04-10,711.000000,719.440002,711.000000,718.849976,718.849976,460500
2019-04-11,711.840027,713.020020,705.179993,707.530029,707.530029,781800
2019-04-12,707.500000,715.250000,707.500000,712.440002,712.440002,417200
2019-04-15,712.190002,714.489990,708.349976,712.270020,712.270020,271800
2019-04-16,716.650024,716.650024,704.760010,706.479980,706.479980,444300
2019-04-17,699.409973,699.940002,686.500000,688.210022,688.210022,865900
2019-04-18,695.000000,700.000000,687.000000,700.000000,700.000000,644000
2019-04-22,699.000000,702.840027,692.000000,701.669983,701.669983,463300
2019-04-23,701.900024,704.640015,696.000000,702.460022,702.460022,526100
2019-04-24,705.960022,714.289978,698.789978,709.750000,709.750000,1184600
2019-04-25,711.010010,713.549988,658.500000,678.070007,678.070007,2336400
2019-04-26,682.000000,689.309998,674.580017,676.789978,676.789978,766000
2019-04-29,680.349976,680.500000,669.119995,677.900024,677.900024,634800
2019-04-30,677.909973,689.359985,670.000000,688.039978,688.039978,591500
2019-05-01,688.859985,697.330017,685.400024,688.559998,688.559998,410600
2019-05-02,687.400024,708.859985,686.150024,707.869995,707.869995,623400
2019-05-03,707.570007,710.929993,703.419983,709.520020,709.520020,436300
2019-05-06,703.229980,720.000000,702.900024,716.669983,716.669983,518000
2019-05-07,716.630005,721.419983,702.099976,706.520020,706.520020,463100
2019-05-08,706.380005,713.859985,701.549988,709.570007,709.570007,475300
2019-05-09,706.000000,708.260010,697.409973,705.130005,705.130005,322200
2019-05-10,702.799988,708.650024,693.489990,705.440002,705.440002,520800
2019-05-13,697.599976,698.619995,680.690002,687.270020,687.270020,469800
2019-05-14,690.510010,708.849976,687.000000,703.179993,703.179993,504900
2019-05-15,700.010010,710.669983,698.520020,705.890015,705.890015,307800
2019-05-16,708.070007,719.140015,705.119995,708.929993,708.929993,422400
2019-05-17,705.000000,718.960022,705.000000,715.909973,715.909973,538400
2019-05-20,717.000000,727.000000,715.020020,718.000000,718.000000,473700
2019-05-21,721.559998,723.000000,714.989990,715.000000,715.000000,441500
2019-05-22,715.000000,718.260010,704.619995,706.039978,706.039978,677400
2019-05-23,682.000000,687.000000,656.140015,667.119995,667.119995,1491000
2019-05-24,670.000000,671.969971,658.729980,662.559998,662.559998,605500
2019-05-28,662.900024,681.640015,662.380005,680.070007,680.070007,644800
2019-05-29,676.400024,676.400024,660.030029,667.969971,667.969971,570800
2019-05-30,667.979980,678.840027,665.010010,678.000000,678.000000,338800
2019-05-31,662.950012,669.000000,657.710022,659.969971,659.969971,634500
2019-06-03,657.630005,667.909973,636.729980,641.659973,641.659973,624600
2019-06-04,649.070007,665.390015,647.950012,662.179993,662.179993,842600
2019-06-05,663.500000,679.479980,663.320007,679.479980,679.479980,678500
2019-06-06,683.150024,694.000000,677.429993,692.179993,692.179993,592000
2019-06-07,698.000000,714.419983,697.849976,709.869995,709.869995,595900
2019-06-10,716.700012,730.000000,714.849976,720.520020,720.520020,540800
2019-06-11,720.510010,730.409973,718.010010,729.239990,729.239990,476700
2019-06-12,733.770020,743.429993,732.219971,737.739990,737.739990,450900
2019-06-13,741.840027,749.250000,728.659973,732.289978,732.289978,417700
2019-06-14,733.880005,742.270020,730.609985,740.590027,740.590027,380900
2019-06-17,743.000000,749.229980,730.010010,731.650024,731.650024,358300
2019-06-18,733.750000,740.000000,724.299988,732.539978,732.539978,384800
2019-06-19,732.190002,737.159973,723.059998,736.349976,736.349976,314300
2019-06-20,742.000000,742.640015,732.729980,738.799988,738.799988,366600
2019-06-21,739.659973,739.659973,726.849976,726.849976,726.849976,362900
2019-06-24,726.770020,731.000000,720.320007,724.130005,724.130005,378300
2019-06-25,733.940002,739.960022,727.739990,733.219971,733.219971,461000
2019-06-26,735.099976,737.830017,723.530029,727.489990,727.489990,288200
2019-06-27,730.299988,730.299988,720.700012,724.119995,724.119995,409000
2019-06-28,723.169983,732.880005,720.570007,732.880005,732.880005,487300
2019-07-01,738.429993,740.530029,723.549988,725.390015,725.390015,391500
2019-07-02,726.150024,729.669983,717.239990,723.080017,723.080017,303500
2019-07-03,722.030029,734.250000,721.369995,730.979980,730.979980,227800
2019-07-05,729.950012,739.809998,728.330017,739.539978,739.539978,328700
2019-07-08,737.630005,752.789978,735.760010,748.799988,748.799988,534000
2019-07-09,748.809998,754.539978,742.159973,745.489990,745.489990,315600
2019-07-10,745.510010,751.979980,737.460022,743.010010,743.010010,297300
2019-07-11,744.500000,746.440002,736.309998,740.059998,740.059998,240000
2019-07-12,744.099976,753.479980,741.500000,750.849976,750.849976,576700
2019-07-15,754.000000,760.590027,747.010010,759.869995,759.869995,464100
2019-07-16,758.700012,765.049988,757.760010,761.849976,761.849976,405900
2019-07-17,760.369995,762.049988,751.690002,752.559998,752.559998,292200
2019-07-18,753.239990,765.989990,750.840027,764.039978,764.039978,484200
2019-07-19,764.099976,765.359985,743.530029,746.520020,746.520020,540100
2019-07-22,746.510010,752.090027,738.030029,742.510010,742.510010,451900
2019-07-23,746.000000,747.179993,728.059998,739.599976,739.599976,931300
2019-07-24,760.500000,789.500000,753.770020,777.960022,777.960022,1572700
2019-07-25,778.770020,781.859985,770.000000,777.530029,777.530029,587200
2019-07-26,782.849976,785.500000,775.630005,779.859985,779.859985,521700
2019-07-29,791.059998,811.950012,785.010010,809.030029,809.030029,971800
2019-07-30,803.200012,807.940002,801.510010,805.250000,805.250000,446400
2019-07-31,804.849976,805.000000,786.650024,795.530029,795.530029,534900
2019-08-01,794.729980,802.630005,784.840027,790.429993,790.429993,511100
2019-08-02,790.549988,801.119995,777.500000,792.210022,792.210022,402400
2019-08-05,784.239990,786.099976,770.530029,780.210022,780.210022,551800
2019-08-06,785.919983,793.950012,775.000000,790.609985,790.609985,473740
